"Time","afname","injectie","batterij","voertuig","prijs"
"Fri May 26 05:04:00 CEST 2023","0.35908332","0.0","0.0","50.99992","73.04"
"Fri May 26 05:09:00 CEST 2023","0.359","0.0","0.0","51.34992","73.04"
"Fri May 26 05:14:00 CEST 2023","0.359","0.0","0.0","51.699917","73.04"
"Fri May 26 05:19:00 CEST 2023","0.359","0.0","0.0","52.049915","73.04"
"Fri May 26 05:24:00 CEST 2023","0.36441666","0.0","0.0","52.399914","73.04"
"Fri May 26 05:29:00 CEST 2023","0.36541665","0.0","0.0","52.749912","73.04"
"Fri May 26 05:34:00 CEST 2023","0.36441666","0.0","0.0","53.09991","73.04"
"Fri May 26 05:39:00 CEST 2023","0.36574998","0.0","0.0","53.44991","73.04"
"Fri May 26 05:44:00 CEST 2023","0.36574998","0.0","0.0","53.799908","73.04"
"Fri May 26 05:49:00 CEST 2023","0.36574998","0.0","0.0","54.149906","73.04"
"Fri May 26 05:54:00 CEST 2023","0.36374998","0.0","0.0","54.499905","73.04"
"Fri May 26 05:59:00 CEST 2023","0.36475","0.0","0.0","54.849903","73.04"
"Fri May 26 06:04:00 CEST 2023","0.36374998","0.0","0.0","55.1999","86.05"
"Fri May 26 06:10:00 CEST 2023","0.359","0.0","0.0","55.5499","86.05"
"Fri May 26 06:15:00 CEST 2023","0.359","0.0","0.0","55.8999","86.05"
"Fri May 26 06:20:00 CEST 2023","0.35999998","0.0","0.0","56.249897","86.05"
"Fri May 26 06:25:00 CEST 2023","0.36541665","0.0","0.0","56.599895","86.05"
"Fri May 26 06:30:00 CEST 2023","0.36541665","0.0","0.0","56.949894","86.05"
"Fri May 26 06:35:00 CEST 2023","0.36541665","0.0","0.0","57.299892","86.05"
"Fri May 26 06:40:00 CEST 2023","0.35991666","0.0","0.0","57.64989","86.05"
"Fri May 26 06:45:00 CEST 2023","0.36091667","0.0","0.0","57.99989","86.05"
"Fri May 26 06:50:00 CEST 2023","0.35991666","0.0","0.0","58.349888","86.05"
"Fri May 26 06:55:00 CEST 2023","0.36466667","0.0","0.0","58.699886","86.05"
"Fri May 26 07:00:00 CEST 2023","0.37566665","0.003","0.0","59.049885","98.72"
"Fri May 26 07:05:00 CEST 2023","0.37066665","0.003","0.0","59.399883","98.72"
"Fri May 26 07:10:00 CEST 2023","0.36183333","0.0","0.0","59.74988","98.72"
"Fri May 26 07:15:00 CEST 2023","0.2629531","0.0","0.0","60.0","98.72"
"Fri May 26 07:20:00 CEST 2023","0.01183486","0.0","0.0","60.0","98.72"
"Fri May 26 07:25:00 CEST 2023","0.0075015128","0.0","0.0","60.0","98.72"
"Fri May 26 07:31:00 CEST 2023","0.0065015256","0.0","0.0","60.0","98.72"
"Fri May 26 07:36:00 CEST 2023","0.0055015087","0.0","0.0","60.0","98.72"
"Fri May 26 07:41:00 CEST 2023","0.008668184","0.0","0.0","60.0","98.72"
"Fri May 26 07:46:00 CEST 2023","0.008668184","0.0","0.0","60.0","98.72"
"Fri May 26 07:51:00 CEST 2023","0.008668184","0.0","0.0","60.0","98.72"
"Fri May 26 07:56:00 CEST 2023","0.06066817","0.0","0.0","60.0","98.72"
"Fri May 26 08:01:00 CEST 2023","0.13266666","0.0","0.0","60.0","100.38"
"Fri May 26 08:06:00 CEST 2023","0.11366667","0.003","0.0","60.0","100.38"
"Fri May 26 08:11:00 CEST 2023","0.06975","0.009","0.0","60.0","100.38"
"Fri May 26 08:16:00 CEST 2023","0.03475","0.003","0.0","60.0","100.38"
"Fri May 26 08:21:00 CEST 2023","0.00975","0.001","0.0","60.0","100.38"
"Fri May 26 08:26:00 CEST 2023","0.08325","0.001","0.0","60.0","100.38"
"Fri May 26 08:31:00 CEST 2023","0.08425","0.002","0.0","60.0","100.38"
"Fri May 26 08:37:00 CEST 2023","0.08425","0.0","0.0","60.0","100.38"
"Fri May 26 08:42:00 CEST 2023","0.002","0.0","0.002","60.0","100.38"
"Fri May 26 08:47:00 CEST 2023","0.0","0.0","0.003","60.0","100.38"
"Fri May 26 08:52:00 CEST 2023","0.0","0.0","0.014","60.0","100.38"
"Fri May 26 08:57:00 CEST 2023","0.001","0.0","0.042000003","60.0","100.38"
"Fri May 26 09:02:00 CEST 2023","0.0","0.0","0.08","60.0","82.14"
"Fri May 26 09:07:00 CEST 2023","0.0","0.0","0.12","60.0","82.14"
"Fri May 26 09:12:00 CEST 2023","0.0","0.017333329","0.20333333","60.0","82.14"
"Fri May 26 09:17:00 CEST 2023","0.0","0.03333333","0.28666666","60.0","82.14"
"Fri May 26 09:22:00 CEST 2023","0.0","0.037333332","0.37","60.0","82.14"
"Fri May 26 09:27:00 CEST 2023","0.0","0.0059999973","0.45333335","60.0","82.14"
"Fri May 26 09:32:00 CEST 2023","0.0","0.029","0.5366667","60.0","82.14"
"Fri May 26 09:38:00 CEST 2023","0.0","0.044999994","0.62","60.0","82.14"
"Fri May 26 09:43:00 CEST 2023","0.0","0.042583324","0.7033333","60.0","82.14"
"Fri May 26 09:48:00 CEST 2023","0.0","0.039583333","0.78666663","60.0","82.14"
"Fri May 26 09:53:00 CEST 2023","0.0","0.04558333","0.86999995","60.0","82.14"
"Fri May 26 09:58:00 CEST 2023","0.0","0.048833333","0.95333326","60.0","82.14"
"Fri May 26 10:03:00 CEST 2023","0.0","0.06383333","1.0366666","60.0","54.29"
"Fri May 26 10:08:00 CEST 2023","0.0","0.066833325","1.12","60.0","54.29"
"Fri May 26 10:13:00 CEST 2023","0.0","0.07066666","1.2033334","60.0","54.29"
"Fri May 26 10:18:00 CEST 2023","0.0","0.06766666","1.2866668","60.0","54.29"
"Fri May 26 10:23:00 CEST 2023","0.0","0.07066666","1.3700001","60.0","54.29"
"Fri May 26 10:28:00 CEST 2023","0.0","0.06508333","1.4533335","60.0","54.29"
"Fri May 26 10:33:00 CEST 2023","0.0","0.07108333","1.5366669","60.0","54.29"
"Fri May 26 10:38:00 CEST 2023","0.0","0.074083336","1.6200002","60.0","54.29"
"Fri May 26 10:43:00 CEST 2023","0.0","0.088999994","1.7033336","60.0","54.29"
"Fri May 26 10:48:00 CEST 2023","0.0","0.096999995","1.786667","60.0","54.29"
"Fri May 26 10:53:00 CEST 2023","0.0","0.10299999","1.8700004","60.0","54.29"
"Fri May 26 10:59:00 CEST 2023","0.0","0.108","1.9533337","60.0","54.29"
"Fri May 26 11:04:00 CEST 2023","0.0","0.108","2.036667","60.0","36.77"
"Fri May 26 11:09:00 CEST 2023","0.0","0.10999999","2.1200004","60.0","36.77"
"Fri May 26 11:14:00 CEST 2023","0.0","0.11483333","2.2033336","60.0","36.77"
"Fri May 26 11:19:00 CEST 2023","0.0","0.11183333","2.2866669","60.0","36.77"
"Fri May 26 11:24:00 CEST 2023","0.0","0.11483333","2.3700001","60.0","36.77"
"Fri May 26 11:29:00 CEST 2023","0.0","0.12183333","2.4533334","60.0","36.77"
"Fri May 26 11:34:00 CEST 2023","0.0","0.12183333","2.5366666","60.0","36.77"
"Fri May 26 11:39:00 CEST 2023","0.0","0.11683334","2.62","60.0","36.77"
"Fri May 26 11:44:00 CEST 2023","0.0","0.12291666","2.7033331","60.0","36.77"
"Fri May 26 11:49:00 CEST 2023","0.0","0.12291666","2.7866664","60.0","36.77"
"Fri May 26 11:55:00 CEST 2023","0.0","0.12891665","2.8699996","60.0","36.77"
"Fri May 26 12:00:00 CEST 2023","0.0","0.162","2.953333","60.0","24.42"
"Fri May 26 12:05:00 CEST 2023","0.0","0.20299998","3.0366662","60.0","24.42"
"Fri May 26 12:10:00 CEST 2023","0.0","0.20699999","3.1199994","60.0","24.42"
"Fri May 26 12:15:00 CEST 2023","0.0","0.12791666","3.2033327","60.0","24.42"
"Fri May 26 12:20:00 CEST 2023","0.0","0.14791667","3.286666","60.0","24.42"
"Fri May 26 12:25:00 CEST 2023","0.0","0.14591667","3.3699992","60.0","24.42"
"Fri May 26 12:30:00 CEST 2023","0.0","0.13966668","3.4533324","60.0","24.42"
"Fri May 26 12:35:00 CEST 2023","0.0","0.14466667","3.5366657","60.0","24.42"
"Fri May 26 12:40:00 CEST 2023","0.0","0.14666668","3.619999","60.0","24.42"
"Fri May 26 12:45:00 CEST 2023","0.0","0.14366665","3.7033322","60.0","24.42"
"Fri May 26 12:50:00 CEST 2023","0.0","0.14166665","3.7866654","60.0","24.42"
"Fri May 26 12:55:00 CEST 2023","0.0","0.14066666","3.8699987","60.0","24.42"
"Fri May 26 13:00:00 CEST 2023","0.0","0.14166665","3.953332","60.0","32.31"
"Fri May 26 13:06:00 CEST 2023","0.0","0.1773321","4.0","60.0","32.31"
"Fri May 26 13:11:00 CEST 2023","0.0","0.222","4.0","60.0","32.31"
"Fri May 26 13:16:00 CEST 2023","0.0","0.226","4.0","60.0","32.31"
"Fri May 26 13:21:00 CEST 2023","0.0","0.229","4.0","60.0","32.31"
"Fri May 26 13:26:00 CEST 2023","0.0","0.228","4.0","60.0","32.31"
"Fri May 26 13:31:00 CEST 2023","0.0","0.229","4.0","60.0","32.31"
"Fri May 26 13:36:00 CEST 2023","0.0","0.23","4.0","60.0","32.31"
"Fri May 26 13:41:00 CEST 2023","0.0","0.23","4.0","60.0","32.31"
"Fri May 26 13:46:00 CEST 2023","0.0","0.225","4.0","60.0","32.31"
"Fri May 26 13:51:00 CEST 2023","0.0","0.232","4.0","60.0","32.31"
"Fri May 26 13:56:00 CEST 2023","0.0","0.229","4.0","60.0","32.31"
"Fri May 26 14:01:00 CEST 2023","0.0","0.233","4.0","60.0","5.78"
"Fri May 26 14:07:00 CEST 2023","0.0","0.227","4.0","60.0","5.78"
"Fri May 26 14:12:00 CEST 2023","0.0","0.23","4.0","60.0","5.78"
"Fri May 26 14:17:00 CEST 2023","0.0","0.216","4.0","60.0","5.78"
"Fri May 26 14:22:00 CEST 2023","0.0","0.22","4.0","60.0","5.78"
"Fri May 26 14:27:00 CEST 2023","0.0","0.219","4.0","60.0","5.78"
"Fri May 26 14:32:00 CEST 2023","0.0","0.218","4.0","60.0","5.78"
"Fri May 26 14:37:00 CEST 2023","0.0","0.213","4.0","60.0","5.78"
"Fri May 26 14:42:00 CEST 2023","0.0","0.204","4.0","60.0","5.78"
"Fri May 26 14:47:00 CEST 2023","0.0","0.21","4.0","60.0","5.78"
"Fri May 26 14:52:00 CEST 2023","0.0","0.216","4.0","60.0","5.78"
"Fri May 26 14:57:00 CEST 2023","0.001","0.082","4.0","60.0","5.78"
"Fri May 26 15:02:00 CEST 2023","0.0","0.117","4.0","60.0","0.55"
"Fri May 26 15:07:00 CEST 2023","0.0","0.21","4.0","60.0","0.55"
"Fri May 26 15:12:00 CEST 2023","0.0","0.213","4.0","60.0","0.55"
"Fri May 26 15:17:00 CEST 2023","0.0","0.208","4.0","60.0","0.55"
"Fri May 26 15:23:00 CEST 2023","0.0","0.205","4.0","60.0","0.55"
"Fri May 26 15:28:00 CEST 2023","0.0","0.205","4.0","60.0","0.55"
"Fri May 26 15:33:00 CEST 2023","0.0","0.198","4.0","60.0","0.55"
"Fri May 26 15:38:00 CEST 2023","0.0","0.195","4.0","60.0","0.55"
"Fri May 26 15:43:00 CEST 2023","0.0","0.188","4.0","60.0","0.55"
"Fri May 26 15:48:00 CEST 2023","0.0","0.189","4.0","60.0","0.55"
"Fri May 26 15:53:00 CEST 2023","0.0","0.186","4.0","60.0","0.55"
"Fri May 26 15:58:00 CEST 2023","0.0","0.185","4.0","60.0","0.55"
"Fri May 26 16:03:00 CEST 2023","0.0","0.18","4.0","60.0","20.01"
"Fri May 26 16:08:00 CEST 2023","0.0","0.171","4.0","60.0","20.01"
"Fri May 26 16:13:00 CEST 2023","0.0","0.172","4.0","60.0","20.01"
"Fri May 26 16:18:00 CEST 2023","0.0","0.165","4.0","60.0","20.01"
"Fri May 26 16:23:00 CEST 2023","0.0","0.161","4.0","60.0","20.01"
"Fri May 26 16:28:00 CEST 2023","0.0","0.167","4.0","60.0","20.01"
"Fri May 26 16:34:00 CEST 2023","0.0","0.165","4.0","60.0","20.01"
"Fri May 26 16:39:00 CEST 2023","0.0","0.113","4.0","60.0","20.01"
"Fri May 26 16:44:00 CEST 2023","0.0","0.075","4.0","60.0","20.01"
"Fri May 26 16:49:00 CEST 2023","0.0","0.07","4.0","60.0","20.01"
"Fri May 26 16:54:00 CEST 2023","0.0","0.071","4.0","60.0","20.01"
"Fri May 26 16:59:00 CEST 2023","0.0","0.067","4.0","60.0","20.01"
"Fri May 26 17:04:00 CEST 2023","0.0","0.072","4.0","60.0","52.23"
"Fri May 26 17:09:00 CEST 2023","0.0","0.082833335","3.958","60.0","52.23"
"Fri May 26 17:14:00 CEST 2023","0.048","0.02583313","4.0","60.0","52.23"
"Fri May 26 17:19:00 CEST 2023","0.0","0.08183333","3.96","60.0","52.23"
"Fri May 26 17:24:00 CEST 2023","0.0","0.0015","3.958","60.0","52.23"
"Fri May 26 17:29:00 CEST 2023","0.0","0.0035","3.937","60.0","52.23"
"Fri May 26 17:34:00 CEST 2023","0.0","5.0E-4","3.935","60.0","52.23"
"Fri May 26 17:39:00 CEST 2023","0.0","0.0","3.87625","60.0","52.23"
"Fri May 26 17:45:00 CEST 2023","0.0","0.0","3.8225","60.0","52.23"
"Fri May 26 17:50:00 CEST 2023","0.0","0.0","3.77675","60.0","52.23"
"Fri May 26 17:55:00 CEST 2023","0.0","0.002","3.7536666","60.0","52.23"
"Fri May 26 18:00:00 CEST 2023","0.0","0.001","3.7265832","30.0","72.98"
"Fri May 26 18:05:00 CEST 2023","0.0","0.001","3.7024999","30.0","72.98"
"Fri May 26 18:10:00 CEST 2023","0.0","0.006","3.6957498","30.0","72.98"
"Fri May 26 18:15:00 CEST 2023","0.0","0.002","3.6889997","30.0","72.98"
"Fri May 26 18:20:00 CEST 2023","0.0","0.0","3.6182497","30.0","72.98"
"Fri May 26 18:25:00 CEST 2023","0.033","0.0","3.5349164","30.0","72.98"
"Fri May 26 18:30:00 CEST 2023","0.0","0.0","3.469583","30.0","72.98"
"Fri May 26 18:35:00 CEST 2023","0.0","0.004","3.4212496","30.0","72.98"
"Fri May 26 18:40:00 CEST 2023","0.07591667","0.0","3.3379164","30.0","72.98"
"Fri May 26 18:45:00 CEST 2023","0.10091666","0.0","3.2545831","30.0","72.98"
"Fri May 26 18:51:00 CEST 2023","0.05591666","0.004","3.1712499","30.0","72.98"
"Fri May 26 18:56:00 CEST 2023","0.029833332","0.0","3.0879166","30.0","72.98"
"Fri May 26 19:01:00 CEST 2023","0.09883333","0.0","3.0045834","30.0","87.9"
"Fri May 26 19:06:00 CEST 2023","0.07283334","0.004","2.92125","30.0","87.9"
"Fri May 26 19:11:00 CEST 2023","0.05483333","0.002","2.8379169","30.0","87.9"
"Fri May 26 19:16:00 CEST 2023","0.095833324","0.0","2.7545836","30.0","87.9"
"Fri May 26 19:21:00 CEST 2023","0.074833326","0.002","2.6712503","30.0","87.9"
"Fri May 26 19:26:00 CEST 2023","0.0","0.004","2.6525836","30.0","87.9"
"Fri May 26 19:31:00 CEST 2023","0.0","0.0","2.648917","30.0","87.9"
"Fri May 26 19:36:00 CEST 2023","0.0","0.0","2.6452503","30.0","87.9"
"Fri May 26 19:41:00 CEST 2023","0.0","0.0","2.6442504","30.0","87.9"
"Fri May 26 19:46:00 CEST 2023","0.0","0.0","2.6442504","30.0","87.9"
"Fri May 26 19:51:00 CEST 2023","0.0","0.003","2.6392503","30.0","87.9"
"Fri May 26 19:56:00 CEST 2023","0.0","0.0","2.6268337","30.0","87.9"
"Fri May 26 20:01:00 CEST 2023","0.0","0.0","2.615417","30.0","103.15"
"Fri May 26 20:06:00 CEST 2023","0.0","0.0","2.6040003","30.0","103.15"
"Fri May 26 20:11:00 CEST 2023","0.0","0.003","2.5865004","30.0","103.15"
"Fri May 26 20:16:00 CEST 2023","0.0","0.003","2.5760005","30.0","103.15"
"Fri May 26 20:22:00 CEST 2023","0.0","0.003","2.5605004","30.0","103.15"
"Fri May 26 20:27:00 CEST 2023","0.016833328","0.003","2.4771671","30.0","103.15"
"Fri May 26 20:32:00 CEST 2023","0.009833328","0.002","2.3938339","30.0","103.15"
"Fri May 26 20:37:00 CEST 2023","8.3333254E-4","0.0","2.3105006","30.0","103.15"
"Fri May 26 20:42:00 CEST 2023","0.0","0.0","2.2912507","30.0","103.15"
"Fri May 26 20:47:00 CEST 2023","0.0","0.005","2.2660007","30.0","103.15"
"Fri May 26 20:52:00 CEST 2023","0.0","0.0","2.2457507","30.0","103.15"
"Fri May 26 20:57:00 CEST 2023","0.0","0.0","2.228584","30.0","103.15"
"Fri May 26 21:02:00 CEST 2023","0.0","0.0","2.2114174","30.0","98.06"
"Fri May 26 21:07:00 CEST 2023","0.0","0.0","2.1932507","30.0","98.06"
"Fri May 26 21:12:00 CEST 2023","0.0","0.0","2.1777506","30.0","98.06"
"Fri May 26 21:17:00 CEST 2023","0.0","0.0","2.1622505","30.0","98.06"
"Fri May 26 21:22:00 CEST 2023","0.0","0.0","2.1457505","30.0","98.06"
"Fri May 26 21:27:00 CEST 2023","0.0","0.0","2.1287506","30.0","98.06"
"Fri May 26 21:32:00 CEST 2023","0.0","0.0","2.1117506","30.0","98.06"
"Fri May 26 21:37:00 CEST 2023","0.0","0.0","2.0937507","30.0","98.06"
"Fri May 26 21:42:00 CEST 2023","0.0","0.0","2.068334","30.0","98.06"
"Fri May 26 21:48:00 CEST 2023","0.0","0.0","2.0429175","30.0","98.06"
"Fri May 26 21:53:00 CEST 2023","0.0","0.0","2.0175009","30.0","98.06"
"Fri May 26 21:58:00 CEST 2023","0.0","0.001","1.9863342","30.0","98.06"
"Fri May 26 22:03:00 CEST 2023","0.0","0.0","1.9611676","30.0","99.5"
"Fri May 26 22:08:00 CEST 2023","0.0","0.0","1.936001","30.0","99.5"
"Fri May 26 22:13:00 CEST 2023","0.0","0.0","1.9154176","30.0","99.5"
"Fri May 26 22:18:00 CEST 2023","0.0","0.0","1.8958342","30.0","99.5"
"Fri May 26 22:23:00 CEST 2023","0.0","0.0","1.8762509","30.0","99.5"
"Fri May 26 22:28:00 CEST 2023","0.0","0.0","1.8597509","30.0","99.5"
"Fri May 26 22:33:00 CEST 2023","0.0","0.0","1.8422508","30.0","99.5"
"Fri May 26 22:38:00 CEST 2023","0.0","0.0","1.8257508","30.0","99.5"
"Fri May 26 22:43:00 CEST 2023","0.0","0.0","1.8085842","30.0","99.5"
"Fri May 26 22:48:00 CEST 2023","0.0","0.0","1.7904176","30.0","99.5"
"Fri May 26 22:53:00 CEST 2023","0.0","0.0","1.7732509","30.0","99.5"
"Fri May 26 22:59:00 CEST 2023","0.0","0.0","1.7505009","30.0","99.5"
"Fri May 26 23:04:00 CEST 2023","0.0","0.0","1.726751","30.0","92.5"
"Fri May 26 23:09:00 CEST 2023","0.0","0.0","1.704001","30.0","92.5"
"Fri May 26 23:14:00 CEST 2023","0.0","0.0","1.682501","30.0","92.5"
"Fri May 26 23:19:00 CEST 2023","0.0","0.0","1.661001","30.0","92.5"
"Fri May 26 23:24:00 CEST 2023","0.0","0.0","1.639501","30.0","92.5"
"Fri May 26 23:29:00 CEST 2023","0.0","0.0","1.6234176","30.0","92.5"
"Fri May 26 23:34:00 CEST 2023","0.0","0.0","1.6073343","30.0","92.5"
"Fri May 26 23:39:00 CEST 2023","0.0","0.0","1.5912509","30.0","92.5"
"Fri May 26 23:44:00 CEST 2023","0.0","0.0","1.5742509","30.0","92.5"
"Fri May 26 23:49:00 CEST 2023","0.0","0.0","1.557251","30.0","92.5"
"Fri May 26 23:54:00 CEST 2023","0.0","0.0","1.540251","30.0","92.5"
"Fri May 26 23:59:00 CEST 2023","0.0","0.0","1.5180844","30.0","92.5"
"Sat May 27 00:04:00 CEST 2023","0.2898333","0.0","1.434751","30.35","89.73"
"Sat May 27 00:09:00 CEST 2023","0.28883332","0.0","1.3514177","30.7","89.73"
"Sat May 27 00:15:00 CEST 2023","0.283","0.0","1.2680843","31.050001","89.73"
"Sat May 27 00:20:00 CEST 2023","0.283","0.0","1.1847509","31.400002","89.73"
"Sat May 27 00:25:00 CEST 2023","0.283","0.0","1.1014175","31.750002","89.73"
"Sat May 27 00:30:00 CEST 2023","0.27624997","0.0","1.0180842","32.100002","89.73"
"Sat May 27 00:35:00 CEST 2023","0.27624997","0.0","0.93475085","32.45","89.73"
"Sat May 27 00:40:00 CEST 2023","0.27624997","0.0","0.85141754","32.8","89.73"
"Sat May 27 00:45:00 CEST 2023","0.27558333","0.0","0.7680842","33.149998","89.73"
"Sat May 27 00:50:00 CEST 2023","0.27558333","0.0","0.6847509","33.499996","89.73"
"Sat May 27 00:55:00 CEST 2023","0.27558333","0.0","0.6014176","33.849995","89.73"
"Sat May 27 01:00:00 CEST 2023","0.359","0.0","0.6014176","34.199993","83.51"
"Sat May 27 01:05:00 CEST 2023","0.359","0.0","0.6014176","34.54999","83.51"
"Sat May 27 01:10:00 CEST 2023","0.359","0.0","0.6014176","34.89999","83.51"
"Sat May 27 01:15:00 CEST 2023","0.36658332","0.0","0.6014176","35.24999","83.51"
"Sat May 27 01:20:00 CEST 2023","0.36558333","0.0","0.6014176","35.599987","83.51"
"Sat May 27 01:26:00 CEST 2023","0.36558333","0.0","0.6014176","35.949986","83.51"
"Sat May 27 01:31:00 CEST 2023","0.36516666","0.0","0.6014176","36.299984","83.51"
"Sat May 27 01:36:00 CEST 2023","0.36516666","0.0","0.6014176","36.649982","83.51"
"Sat May 27 01:41:00 CEST 2023","0.36516666","0.0","0.6014176","36.99998","83.51"
"Sat May 27 01:46:00 CEST 2023","0.35925","0.0","0.6014176","37.34998","83.51"
"Sat May 27 01:51:00 CEST 2023","0.35925","0.0","0.6014176","37.699978","83.51"
"Sat May 27 01:56:00 CEST 2023","0.35925","0.0","0.6014176","38.049976","83.51"
"Sat May 27 02:01:00 CEST 2023","0.27683333","0.0","0.5180843","38.399975","84.73"
"Sat May 27 02:06:00 CEST 2023","0.27683333","0.0","0.43475094","38.749973","84.73"
"Sat May 27 02:11:00 CEST 2023","0.27683333","0.0","0.3514176","39.09997","84.73"
"Sat May 27 02:16:00 CEST 2023","0.27691665","0.0","0.26808426","39.44997","84.73"
"Sat May 27 02:22:00 CEST 2023","0.27691665","0.0","0.18475091","39.79997","84.73"
"Sat May 27 02:27:00 CEST 2023","0.27791664","0.003","0.10141758","40.149967","84.73"
"Sat May 27 02:32:00 CEST 2023","0.28266665","0.0","0.018084243","40.499966","84.73"
"Sat May 27 02:37:00 CEST 2023","0.34791577","0.0","0.0","40.849964","84.73"
"Sat May 27 02:42:00 CEST 2023","0.366","0.0","0.0","41.199963","84.73"
"Sat May 27 02:47:00 CEST 2023","0.36516666","0.0","0.0","41.54996","84.73"
"Sat May 27 02:52:00 CEST 2023","0.36516666","0.0","0.0","41.89996","84.73"
"Sat May 27 02:57:00 CEST 2023","0.36516666","0.0","0.0","42.249958","84.73"
"Sat May 27 03:02:00 CEST 2023","0.35841665","0.0","0.0","42.599957","83.27"
"Sat May 27 03:07:00 CEST 2023","0.35841665","0.0","0.0","42.949955","83.27"
"Sat May 27 03:12:00 CEST 2023","0.35841665","0.0","0.0","43.299953","83.27"
"Sat May 27 03:17:00 CEST 2023","0.35733333","0.0","0.0","43.649952","83.27"
"Sat May 27 03:23:00 CEST 2023","0.35733333","0.0","0.0","43.99995","83.27"
"Sat May 27 03:28:00 CEST 2023","0.35733333","0.0","0.0","44.34995","83.27"
"Sat May 27 03:33:00 CEST 2023","0.35891667","0.0","0.0","44.699947","83.27"
"Sat May 27 03:38:00 CEST 2023","0.35891667","0.0","0.0","45.049946","83.27"
"Sat May 27 03:43:00 CEST 2023","0.35991666","0.0","0.0","45.399944","83.27"
"Sat May 27 03:48:00 CEST 2023","0.36475","0.0","0.0","45.749943","83.27"
"Sat May 27 03:53:00 CEST 2023","0.36475","0.0","0.0","46.09994","83.27"
"Sat May 27 03:58:00 CEST 2023","0.36475","0.0","0.0","46.44994","83.27"
"Sat May 27 04:04:00 CEST 2023","0.36475","0.0","0.0","46.79994","78.7"
"Sat May 27 04:09:00 CEST 2023","0.36475","0.0","0.0","47.149937","78.7"
"Sat May 27 04:14:00 CEST 2023","0.36475","0.0","0.0","47.499935","78.7"
"Sat May 27 04:19:00 CEST 2023","0.35958332","0.0","0.0","47.849934","78.7"
"Sat May 27 04:24:00 CEST 2023","0.35958332","0.0","0.0","48.199932","78.7"
"Sat May 27 04:29:00 CEST 2023","0.35958332","0.0","0.0","48.54993","78.7"
"Sat May 27 04:34:00 CEST 2023","0.35999998","0.0","0.0","48.89993","78.7"
"Sat May 27 04:39:00 CEST 2023","0.35999998","0.0","0.0","49.249928","78.7"
"Sat May 27 04:44:00 CEST 2023","0.35999998","0.0","0.0","49.599926","78.7"
"Sat May 27 04:49:00 CEST 2023","0.3595","0.0","0.0","49.949924","78.7"
"Sat May 27 04:54:00 CEST 2023","0.3605","0.0","0.0","50.299923","78.7"
"Sat May 27 05:00:00 CEST 2023","0.3595","0.0","0.0","50.64992","77.1"
"Sat May 27 05:05:00 CEST 2023","0.36499998","0.0","0.0","50.99992","77.1"
"Sat May 27 05:10:00 CEST 2023","0.36499998","0.0","0.0","51.34992","77.1"
"Sat May 27 05:15:00 CEST 2023","0.36499998","0.0","0.0","51.699917","77.1"
"Sat May 27 05:20:00 CEST 2023","0.36608332","0.0","0.0","52.049915","77.1"
"Sat May 27 05:25:00 CEST 2023","0.36508334","0.0","0.0","52.399914","77.1"
"Sat May 27 05:30:00 CEST 2023","0.36508334","0.0","0.0","52.749912","77.1"
"Sat May 27 05:35:00 CEST 2023","0.35891667","0.0","0.0","53.09991","77.1"
"Sat May 27 05:40:00 CEST 2023","0.35891667","0.0","0.0","53.44991","77.1"
"Sat May 27 05:45:00 CEST 2023","0.35891667","0.0","0.0","53.799908","77.1"
"Sat May 27 05:50:00 CEST 2023","0.3585","0.0","0.0","54.149906","77.1"
"Sat May 27 05:55:00 CEST 2023","0.3585","0.0","0.0","54.499905","77.1"
"Sat May 27 06:00:00 CEST 2023","0.3585","0.0","0.0","54.849903","82.7"
"Sat May 27 06:05:00 CEST 2023","0.3575833","0.0","0.0","55.1999","82.7"
"Sat May 27 06:10:00 CEST 2023","0.3575833","0.0","0.0","55.5499","82.7"
"Sat May 27 06:15:00 CEST 2023","0.3575833","0.0","0.0","55.8999","82.7"
"Sat May 27 06:21:00 CEST 2023","0.36191666","0.0","0.0","56.249897","82.7"
"Sat May 27 06:26:00 CEST 2023","0.36191666","0.0","0.0","56.599895","82.7"
"Sat May 27 06:31:00 CEST 2023","0.36191666","0.0","0.0","56.949894","82.7"
"Sat May 27 06:36:00 CEST 2023","0.35875","0.001","0.0","57.299892","82.7"
"Sat May 27 06:41:00 CEST 2023","0.35875","0.0","0.0","57.64989","82.7"
"Sat May 27 06:46:00 CEST 2023","0.35875","0.0","0.0","57.99989","82.7"
"Sat May 27 06:51:00 CEST 2023","0.35358334","0.0","0.0","58.349888","82.7"
"Sat May 27 06:56:00 CEST 2023","0.35358334","0.002","0.0","58.699886","82.7"
"Sat May 27 07:01:00 CEST 2023","0.35358334","0.001","0.0","59.049885","82.99"
"Sat May 27 07:06:00 CEST 2023","0.35","0.004","0.0","59.399883","82.99"
"Sat May 27 07:11:00 CEST 2023","0.35","0.003","0.0","59.74988","82.99"
"Sat May 27 07:16:00 CEST 2023","0.25011978","0.005","0.0","60.0","82.99"
"Sat May 27 07:21:00 CEST 2023","1.5199184E-6","0.0","0.007","60.0","82.99"
"Sat May 27 07:26:00 CEST 2023","1.5199184E-6","0.0","0.009000001","60.0","82.99"
"Sat May 27 07:32:00 CEST 2023","1.5199184E-6","0.0","0.011000001","60.0","82.99"
"Sat May 27 07:37:00 CEST 2023","0.0","0.0","0.0045818025","60.0","82.99"
