"Time","afname","injectie","batterij","voertuig","prijs"
"Thu May 25 02:41:00 CEST 2023","0.2758333","0.0","0.32808408","41.199963","81.74"
"Thu May 25 02:46:00 CEST 2023","0.27566665","0.0","0.24475074","41.54996","81.74"
"Thu May 25 02:51:00 CEST 2023","0.27566665","0.0","0.1614174","41.89996","81.74"
"Thu May 25 02:56:00 CEST 2023","0.27566665","0.0","0.07808406","42.249958","81.74"
"Thu May 25 03:01:00 CEST 2023","0.2818326","0.0","0.0","42.599957","74.78"
"Thu May 25 03:06:00 CEST 2023","0.36091667","0.0","0.0","42.949955","74.78"
"Thu May 25 03:11:00 CEST 2023","0.35991666","0.0","0.0","43.299953","74.78"
"Thu May 25 03:17:00 CEST 2023","0.36574998","0.0","0.0","43.649952","74.78"
"Thu May 25 03:22:00 CEST 2023","0.36574998","0.0","0.0","43.99995","74.78"
"Thu May 25 03:27:00 CEST 2023","0.36574998","0.0","0.0","44.34995","74.78"
"Thu May 25 03:32:00 CEST 2023","0.36541665","0.0","0.0","44.699947","74.78"
"Thu May 25 03:37:00 CEST 2023","0.36541665","0.0","0.0","45.049946","74.78"
"Thu May 25 03:42:00 CEST 2023","0.36541665","0.0","0.0","45.399944","74.78"
"Thu May 25 03:47:00 CEST 2023","0.35933334","0.0","0.0","45.749943","74.78"
"Thu May 25 03:52:00 CEST 2023","0.35933334","0.0","0.0","46.09994","74.78"
"Thu May 25 03:57:00 CEST 2023","0.35933334","0.0","0.0","46.44994","74.78"
"Thu May 25 04:02:00 CEST 2023","0.35933334","0.0","0.0","46.79994","78.3"
"Thu May 25 04:07:00 CEST 2023","0.35933334","0.0","0.0","47.149937","78.3"
"Thu May 25 04:12:00 CEST 2023","0.35933334","0.0","0.0","47.499935","78.3"
"Thu May 25 04:17:00 CEST 2023","0.35866666","0.0","0.0","47.849934","78.3"
"Thu May 25 04:22:00 CEST 2023","0.35866666","0.0","0.0","48.199932","78.3"
"Thu May 25 04:28:00 CEST 2023","0.35966668","0.0","0.0","48.54993","78.3"
"Thu May 25 04:33:00 CEST 2023","0.3645833","0.0","0.0","48.89993","78.3"
"Thu May 25 04:38:00 CEST 2023","0.3645833","0.0","0.0","49.249928","78.3"
"Thu May 25 04:43:00 CEST 2023","0.3645833","0.0","0.0","49.599926","78.3"
"Thu May 25 04:48:00 CEST 2023","0.36466667","0.0","0.0","49.949924","78.3"
"Thu May 25 04:53:00 CEST 2023","0.36466667","0.0","0.0","50.299923","78.3"
"Thu May 25 04:58:00 CEST 2023","0.36466667","0.0","0.0","50.64992","78.3"
"Thu May 25 05:03:00 CEST 2023","0.35933334","0.0","0.0","50.99992","81.78"
"Thu May 25 05:08:00 CEST 2023","0.35933334","0.0","0.0","51.34992","81.78"
"Thu May 25 05:13:00 CEST 2023","0.35933334","0.0","0.0","51.699917","81.78"
"Thu May 25 05:18:00 CEST 2023","0.35966668","0.0","0.0","52.049915","81.78"
"Thu May 25 05:23:00 CEST 2023","0.35966668","0.0","0.0","52.399914","81.78"
"Thu May 25 05:28:00 CEST 2023","0.35966668","0.0","0.0","52.749912","81.78"
"Thu May 25 05:33:00 CEST 2023","0.36425","0.0","0.0","53.09991","81.78"
"Thu May 25 05:38:00 CEST 2023","0.36325","0.0","0.0","53.44991","81.78"
"Thu May 25 05:44:00 CEST 2023","0.36325","0.0","0.0","53.799908","81.78"
"Thu May 25 05:49:00 CEST 2023","0.36391667","0.0","0.0","54.149906","81.78"
"Thu May 25 05:54:00 CEST 2023","0.36391667","0.0","0.0","54.499905","81.78"
"Thu May 25 05:59:00 CEST 2023","0.36391667","0.0","0.0","54.849903","81.78"
"Thu May 25 06:04:00 CEST 2023","0.36675","0.0","0.0","55.1999","91.23"
"Thu May 25 06:09:00 CEST 2023","0.36574998","0.0","0.0","55.5499","91.23"
"Thu May 25 06:14:00 CEST 2023","0.36574998","0.0","0.0","55.8999","91.23"
"Thu May 25 06:19:00 CEST 2023","0.363","0.0","0.0","56.249897","91.23"
"Thu May 25 06:24:00 CEST 2023","0.363","0.0","0.0","56.599895","91.23"
"Thu May 25 06:29:00 CEST 2023","0.363","0.0","0.0","56.949894","91.23"
"Thu May 25 06:34:00 CEST 2023","0.37258333","0.001","0.0","57.299892","91.23"
"Thu May 25 06:39:00 CEST 2023","0.3645833","0.003","0.0","57.64989","91.23"
"Thu May 25 06:44:00 CEST 2023","0.35958332","0.0","0.0","57.99989","91.23"
"Thu May 25 06:49:00 CEST 2023","0.36966667","0.005","0.0","58.349888","91.23"
"Thu May 25 06:54:00 CEST 2023","0.35766667","0.002","0.0","58.699886","91.23"
"Thu May 25 06:59:00 CEST 2023","0.35466665","0.0","0.0","59.049885","91.23"
"Thu May 25 07:05:00 CEST 2023","0.37291667","0.0","0.0","59.399883","112.68"
"Thu May 25 07:10:00 CEST 2023","0.41891664","0.0","0.0","59.74988","112.68"
"Thu May 25 07:15:00 CEST 2023","0.28003645","0.001","0.0","60.0","112.68"
"Thu May 25 07:20:00 CEST 2023","0.018668175","0.0","0.0","60.0","112.68"
"Thu May 25 07:25:00 CEST 2023","0.018668175","0.0","0.0","60.0","112.68"
"Thu May 25 07:31:00 CEST 2023","0.018668175","0.0","0.0","60.0","112.68"
"Thu May 25 07:36:00 CEST 2023","0.014418185","0.0","0.0","60.0","112.68"
"Thu May 25 07:41:00 CEST 2023","0.014418185","0.0","0.0","60.0","112.68"
"Thu May 25 07:46:00 CEST 2023","0.014418185","0.0","0.0","60.0","112.68"
"Thu May 25 07:51:00 CEST 2023","0.004584849","0.0","0.0","60.0","112.68"
"Thu May 25 07:56:00 CEST 2023","0.004584849","0.0","0.0","60.0","112.68"
"Thu May 25 08:01:00 CEST 2023","0.011583333","0.001","0.0","60.0","104.0"
"Thu May 25 08:06:00 CEST 2023","0.0","0.0","0.003","60.0","104.0"
"Thu May 25 08:11:00 CEST 2023","0.0","0.0","0.003","60.0","104.0"
"Thu May 25 08:16:00 CEST 2023","0.0","0.0","0.003","60.0","104.0"
"Thu May 25 08:21:00 CEST 2023","0.0","0.0","0.004","60.0","104.0"
"Thu May 25 08:26:00 CEST 2023","0.0","0.0","0.0050000004","60.0","104.0"
"Thu May 25 08:31:00 CEST 2023","0.0","0.0","0.013","60.0","104.0"
"Thu May 25 08:36:00 CEST 2023","0.0","0.0","0.022416666","60.0","104.0"
"Thu May 25 08:41:00 CEST 2023","0.0","0.0","0.031833332","60.0","104.0"
"Thu May 25 08:46:00 CEST 2023","0.0","0.0","0.03525","60.0","104.0"
"Thu May 25 08:51:00 CEST 2023","0.0","0.0","0.11733333","60.0","104.0"
"Thu May 25 08:56:00 CEST 2023","0.0","0.0","0.19741666","60.0","104.0"
"Thu May 25 09:02:00 CEST 2023","0.0","0.0027499944","0.28075","60.0","83.35"
"Thu May 25 09:07:00 CEST 2023","0.0","0.012999997","0.36408335","60.0","83.35"
"Thu May 25 09:12:00 CEST 2023","0.0","0.015000001","0.4474167","60.0","83.35"
"Thu May 25 09:17:00 CEST 2023","0.0","0.015000001","0.53075004","60.0","83.35"
"Thu May 25 09:22:00 CEST 2023","0.0","0.018999994","0.61408335","60.0","83.35"
"Thu May 25 09:27:00 CEST 2023","0.0","0.022","0.69741666","60.0","83.35"
"Thu May 25 09:32:00 CEST 2023","0.0","0.024999999","0.78075","60.0","83.35"
"Thu May 25 09:37:00 CEST 2023","0.0","0.034833334","0.8640833","60.0","83.35"
"Thu May 25 09:42:00 CEST 2023","0.0","0.045833327","0.9474166","60.0","83.35"
"Thu May 25 09:47:00 CEST 2023","0.0","0.049833335","1.0307499","60.0","83.35"
"Thu May 25 09:52:00 CEST 2023","0.0","0.053999998","1.1140833","60.0","83.35"
"Thu May 25 09:57:00 CEST 2023","0.0","0.057000004","1.1974167","60.0","83.35"
"Thu May 25 10:02:00 CEST 2023","0.0","0.059999995","1.28075","60.0","70.85"
"Thu May 25 10:07:00 CEST 2023","0.0","0.06791667","1.3640834","60.0","70.85"
"Thu May 25 10:12:00 CEST 2023","0.0","0.06991666","1.4474168","60.0","70.85"
"Thu May 25 10:17:00 CEST 2023","0.0","0.07991666","1.5307502","60.0","70.85"
"Thu May 25 10:22:00 CEST 2023","0.0","0.030749999","1.6140835","60.0","70.85"
"Thu May 25 10:28:00 CEST 2023","0.0","0.06775","1.6974169","60.0","70.85"
"Thu May 25 10:33:00 CEST 2023","0.0","0.072749995","1.7807503","60.0","70.85"
"Thu May 25 10:38:00 CEST 2023","0.0","0.034833334","1.8640836","60.0","70.85"
"Thu May 25 10:43:00 CEST 2023","0.0","0.049833335","1.947417","60.0","70.85"
"Thu May 25 10:48:00 CEST 2023","0.0","0.08483333","2.0307503","60.0","70.85"
"Thu May 25 10:53:00 CEST 2023","0.002","0.102916665","2.1140835","60.0","70.85"
"Thu May 25 10:58:00 CEST 2023","0.043","0.0019166619","2.1974168","60.0","70.85"
"Thu May 25 11:03:00 CEST 2023","0.07066666","0.08525","2.1140835","60.0","55.86"
"Thu May 25 11:08:00 CEST 2023","0.064","0.01","2.0307503","60.0","55.86"
"Thu May 25 11:13:00 CEST 2023","0.033","0.073","1.9474169","60.0","55.86"
"Thu May 25 11:18:00 CEST 2023","0.009999998","0.026","1.8640835","60.0","55.86"
"Thu May 25 11:23:00 CEST 2023","0.037","0.0","1.9318335","60.0","55.86"
"Thu May 25 11:28:00 CEST 2023","0.033","0.0","1.9975835","60.0","55.86"
"Thu May 25 11:33:00 CEST 2023","0.04","0.0","2.0593336","60.0","55.86"
"Thu May 25 11:39:00 CEST 2023","0.037","0.0","2.0977502","60.0","55.86"
"Thu May 25 11:44:00 CEST 2023","0.016","0.0030833334","2.1810834","60.0","55.86"
"Thu May 25 11:49:00 CEST 2023","0.0","0.0","2.2575002","60.0","55.86"
"Thu May 25 11:54:00 CEST 2023","0.0","0.014749996","2.3408334","60.0","55.86"
"Thu May 25 11:59:00 CEST 2023","0.0","0.04874999","2.4241667","60.0","55.86"
"Thu May 25 12:04:00 CEST 2023","0.0","0.11075","2.5075","60.0","42.15"
"Thu May 25 12:09:00 CEST 2023","0.0","0.11491666","2.5908332","60.0","42.15"
"Thu May 25 12:14:00 CEST 2023","0.0","0.04591667","2.6741664","60.0","42.15"
"Thu May 25 12:19:00 CEST 2023","0.001","0.009916663","2.7574997","60.0","42.15"
"Thu May 25 12:24:00 CEST 2023","0.0","0.046416663","2.840833","60.0","42.15"
"Thu May 25 12:29:00 CEST 2023","0.0","0.12841666","2.9241662","60.0","42.15"
"Thu May 25 12:34:00 CEST 2023","0.0","0.04341667","3.0074995","60.0","42.15"
"Thu May 25 12:39:00 CEST 2023","0.0","0.14716667","3.0908327","60.0","42.15"
"Thu May 25 12:44:00 CEST 2023","0.0","0.045166664","3.174166","60.0","42.15"
"Thu May 25 12:49:00 CEST 2023","0.023","0.009166665","3.2574992","60.0","42.15"
"Thu May 25 12:54:00 CEST 2023","0.036","0.0","3.336249","60.0","42.15"
"Thu May 25 12:59:00 CEST 2023","0.034","0.019416668","3.4195824","60.0","42.15"
"Thu May 25 13:04:00 CEST 2023","0.011","0.0054166615","3.5029156","60.0","23.35"
"Thu May 25 13:09:00 CEST 2023","0.008","0.027999997","3.5862489","60.0","23.35"
"Thu May 25 13:15:00 CEST 2023","0.013","0.038999997","3.6695821","60.0","23.35"
"Thu May 25 13:20:00 CEST 2023","0.0","0.12","3.7529154","60.0","23.35"
"Thu May 25 13:25:00 CEST 2023","0.0","0.050833337","3.8362486","60.0","23.35"
"Thu May 25 13:30:00 CEST 2023","0.0","0.055833332","3.919582","60.0","23.35"
"Thu May 25 13:35:00 CEST 2023","0.0","0.15574872","4.0","60.0","23.35"
"Thu May 25 13:40:00 CEST 2023","0.0","0.163","4.0","60.0","23.35"
"Thu May 25 13:45:00 CEST 2023","0.0","0.208","4.0","60.0","23.35"
"Thu May 25 13:50:00 CEST 2023","0.0","0.156","4.0","60.0","23.35"
"Thu May 25 13:55:00 CEST 2023","0.0","0.159","4.0","60.0","23.35"
"Thu May 25 14:00:00 CEST 2023","0.0","0.122","4.0","60.0","21.73"
"Thu May 25 14:05:00 CEST 2023","0.0","0.214","4.0","60.0","21.73"
"Thu May 25 14:10:00 CEST 2023","0.0","0.017","4.0","60.0","21.73"
"Thu May 25 14:15:00 CEST 2023","0.0","0.15","4.0","60.0","21.73"
"Thu May 25 14:21:00 CEST 2023","0.0","0.143","4.0","60.0","21.73"
"Thu May 25 14:26:00 CEST 2023","0.018","0.058","4.0","60.0","21.73"
"Thu May 25 14:31:00 CEST 2023","0.03","0.008","4.0","60.0","21.73"
"Thu May 25 14:36:00 CEST 2023","0.061","0.011","4.0","60.0","21.73"
"Thu May 25 14:41:00 CEST 2023","0.067","0.014333333","4.0","60.0","21.73"
"Thu May 25 14:46:00 CEST 2023","0.02","0.034333333","4.0","60.0","21.73"
"Thu May 25 14:51:00 CEST 2023","0.016","0.039333332","4.0","60.0","21.73"
"Thu May 25 14:56:00 CEST 2023","0.036333334","0.029","4.0","60.0","21.73"
"Thu May 25 15:01:00 CEST 2023","0.026333334","0.063","4.0","60.0","21.37"
"Thu May 25 15:06:00 CEST 2023","0.054333333","0.008","4.0","60.0","21.37"
"Thu May 25 15:11:00 CEST 2023","0.03225","0.048","4.0","60.0","21.37"
"Thu May 25 15:16:00 CEST 2023","0.02325","0.09","4.0","60.0","21.37"
"Thu May 25 15:21:00 CEST 2023","0.01325","0.134","4.0","60.0","21.37"
"Thu May 25 15:26:00 CEST 2023","0.0","0.28233334","4.0","60.0","21.37"
"Thu May 25 15:31:00 CEST 2023","0.0","0.15633333","4.0","60.0","21.37"
"Thu May 25 15:36:00 CEST 2023","0.0","0.25633332","4.0","60.0","21.37"
"Thu May 25 15:42:00 CEST 2023","0.0","0.198","4.0","60.0","21.37"
"Thu May 25 15:47:00 CEST 2023","0.0","0.2","4.0","60.0","21.37"
"Thu May 25 15:52:00 CEST 2023","0.0","0.178","4.0","60.0","21.37"
"Thu May 25 15:57:00 CEST 2023","0.0","0.009","4.0","60.0","21.37"
"Thu May 25 16:02:00 CEST 2023","0.0","0.116","4.0","60.0","36.95"
"Thu May 25 16:07:00 CEST 2023","0.002","0.1","4.0","60.0","36.95"
"Thu May 25 16:12:00 CEST 2023","0.0","0.068","4.0","60.0","36.95"
"Thu May 25 16:17:00 CEST 2023","0.0","0.05","4.0","60.0","36.95"
"Thu May 25 16:22:00 CEST 2023","0.006","0.007","4.0","60.0","36.95"
"Thu May 25 16:27:00 CEST 2023","0.009","0.113","4.0","60.0","36.95"
"Thu May 25 16:32:00 CEST 2023","0.009","0.13","4.0","60.0","36.95"
"Thu May 25 16:37:00 CEST 2023","0.009","0.07","4.0","60.0","36.95"
"Thu May 25 16:42:00 CEST 2023","0.01","0.021","4.0","60.0","36.95"
"Thu May 25 16:47:00 CEST 2023","0.017","0.037","4.0","60.0","36.95"
"Thu May 25 16:53:00 CEST 2023","0.141","0.0","4.0","60.0","36.95"
"Thu May 25 16:58:00 CEST 2023","0.009","0.007","4.0","60.0","36.95"
"Thu May 25 17:03:00 CEST 2023","0.0","0.023","4.0","60.0","68.93"
"Thu May 25 17:08:00 CEST 2023","0.0","0.011","3.99","60.0","68.93"
"Thu May 25 17:13:00 CEST 2023","0.0","0.0844166","4.0","60.0","68.93"
"Thu May 25 17:18:00 CEST 2023","0.029666662","0.08341667","3.9166667","60.0","68.93"
"Thu May 25 17:23:00 CEST 2023","0.23366666","0.08341667","3.8333335","60.0","68.93"
"Thu May 25 17:28:00 CEST 2023","0.15491667","0.003","3.7500002","60.0","68.93"
"Thu May 25 17:33:00 CEST 2023","0.10791666","0.003","3.666667","60.0","68.93"
"Thu May 25 17:38:00 CEST 2023","0.07091666","0.003","3.5833337","60.0","68.93"
"Thu May 25 17:43:00 CEST 2023","0.04691667","0.005","3.5000005","60.0","68.93"
"Thu May 25 17:48:00 CEST 2023","0.039916664","0.008","3.4166672","60.0","68.93"
"Thu May 25 17:53:00 CEST 2023","0.06091667","0.0","3.333334","60.0","68.93"
"Thu May 25 17:58:00 CEST 2023","0.10191666","0.002","3.2500007","60.0","68.93"
"Thu May 25 18:03:00 CEST 2023","0.039916664","0.005","3.1666675","30.0","79.18"
"Thu May 25 18:08:00 CEST 2023","0.0","0.0","3.0834174","30.0","79.18"
"Thu May 25 18:13:00 CEST 2023","0.0","0.0","3.0844173","30.0","79.18"
"Thu May 25 18:18:00 CEST 2023","0.0","0.0","3.0864174","30.0","79.18"
"Thu May 25 18:24:00 CEST 2023","0.0","0.003","3.0814173","30.0","79.18"
"Thu May 25 18:29:00 CEST 2023","0.0","0.0","3.085834","30.0","79.18"
"Thu May 25 18:34:00 CEST 2023","0.0","0.0","3.0882506","30.0","79.18"
"Thu May 25 18:39:00 CEST 2023","0.0","0.002416667","3.0832505","30.0","79.18"
"Thu May 25 18:44:00 CEST 2023","0.001","0.0","3.0962505","30.0","79.18"
"Thu May 25 18:49:00 CEST 2023","0.0","0.0","3.1122506","30.0","79.18"
"Thu May 25 18:54:00 CEST 2023","0.005","0.0","3.1282506","30.0","79.18"
"Thu May 25 18:59:00 CEST 2023","0.0","0.0","3.0675006","30.0","79.18"
"Thu May 25 19:04:00 CEST 2023","0.0","0.0","3.0057507","30.0","89.88"
"Thu May 25 19:09:00 CEST 2023","0.0","0.0","2.9450006","30.0","89.88"
"Thu May 25 19:14:00 CEST 2023","0.0","0.0","2.9512506","30.0","89.88"
"Thu May 25 19:19:00 CEST 2023","0.0","0.0","2.9575005","30.0","89.88"
"Thu May 25 19:24:00 CEST 2023","0.001","0.0","2.9637504","30.0","89.88"
"Thu May 25 19:29:00 CEST 2023","0.0","0.0","2.953417","30.0","89.88"
"Thu May 25 19:34:00 CEST 2023","0.0","0.0","2.9430838","30.0","89.88"
"Thu May 25 19:40:00 CEST 2023","0.0","0.0","2.9317505","30.0","89.88"
"Thu May 25 19:45:00 CEST 2023","0.0","0.0","2.9235005","30.0","89.88"
"Thu May 25 19:50:00 CEST 2023","0.0","0.0","2.9152505","30.0","89.88"
"Thu May 25 19:55:00 CEST 2023","0.0","0.0","2.9070005","30.0","89.88"
"Thu May 25 20:00:00 CEST 2023","0.0","0.0","2.889334","30.0","105.82"
"Thu May 25 20:05:00 CEST 2023","0.0","0.005","2.8736672","30.0","105.82"
"Thu May 25 20:10:00 CEST 2023","0.0","0.0","2.8620005","30.0","105.82"
"Thu May 25 20:15:00 CEST 2023","0.0","0.0","2.812417","30.0","105.82"
"Thu May 25 20:20:00 CEST 2023","0.0","0.0","2.7618337","30.0","105.82"
"Thu May 25 20:25:00 CEST 2023","0.0","0.0","2.7112503","30.0","105.82"
"Thu May 25 20:30:00 CEST 2023","0.0","0.0","2.6985836","30.0","105.82"
"Thu May 25 20:36:00 CEST 2023","0.0","0.0","2.685917","30.0","105.82"
"Thu May 25 20:41:00 CEST 2023","0.0","0.0","2.6722503","30.0","105.82"
"Thu May 25 20:46:00 CEST 2023","0.0","0.0","2.652917","30.0","105.82"
"Thu May 25 20:51:00 CEST 2023","0.0","0.0","2.6335835","30.0","105.82"
"Thu May 25 20:56:00 CEST 2023","0.0","0.0","2.6142502","30.0","105.82"
"Thu May 25 21:01:00 CEST 2023","0.0","0.0","2.5923336","30.0","100.0"
"Thu May 25 21:06:00 CEST 2023","0.0","0.0","2.570417","30.0","100.0"
"Thu May 25 21:11:00 CEST 2023","0.0","0.0","2.5485003","30.0","100.0"
"Thu May 25 21:16:00 CEST 2023","0.0","0.0","2.5340836","30.0","100.0"
"Thu May 25 21:21:00 CEST 2023","0.0","0.0","2.519667","30.0","100.0"
"Thu May 25 21:26:00 CEST 2023","0.0","0.002","2.5002503","30.0","100.0"
"Thu May 25 21:31:00 CEST 2023","0.0","0.0","2.4905837","30.0","100.0"
"Thu May 25 21:36:00 CEST 2023","0.0","0.0","2.480917","30.0","100.0"
"Thu May 25 21:42:00 CEST 2023","0.0","0.0","2.4702504","30.0","100.0"
"Thu May 25 21:47:00 CEST 2023","0.0","0.0","2.4490004","30.0","100.0"
"Thu May 25 21:52:00 CEST 2023","0.0","0.0","2.4297504","30.0","100.0"
"Thu May 25 21:57:00 CEST 2023","0.0","0.0","2.4115005","30.0","100.0"
"Thu May 25 22:02:00 CEST 2023","0.0","0.0","2.396917","30.0","100.45"
"Thu May 25 22:07:00 CEST 2023","0.0","0.0","2.3823338","30.0","100.45"
"Thu May 25 22:12:00 CEST 2023","0.0","0.0","2.3677504","30.0","100.45"
"Thu May 25 22:17:00 CEST 2023","0.0","0.0","2.349167","30.0","100.45"
"Thu May 25 22:23:00 CEST 2023","0.0","0.0","2.3315837","30.0","100.45"
"Thu May 25 22:28:00 CEST 2023","0.0","0.0","2.3140004","30.0","100.45"
"Thu May 25 22:33:00 CEST 2023","0.0","0.0","2.2933338","30.0","100.45"
"Thu May 25 22:38:00 CEST 2023","0.0","0.0","2.2726672","30.0","100.45"
"Thu May 25 22:43:00 CEST 2023","0.0","0.0","2.2510004","30.0","100.45"
"Thu May 25 22:48:00 CEST 2023","0.0","0.0","2.2333338","30.0","100.45"
"Thu May 25 22:53:00 CEST 2023","0.0","0.0","2.2156672","30.0","100.45"
"Thu May 25 22:58:00 CEST 2023","0.0","0.0","2.1980007","30.0","100.45"
"Thu May 25 23:03:00 CEST 2023","0.0","0.0","2.1806674","30.0","90.94"
"Thu May 25 23:08:00 CEST 2023","0.0","0.0","2.1633341","30.0","90.94"
"Thu May 25 23:13:00 CEST 2023","0.0","0.0","2.1460009","30.0","90.94"
"Thu May 25 23:19:00 CEST 2023","0.0","0.0","2.128501","30.0","90.94"
"Thu May 25 23:24:00 CEST 2023","0.0","0.0","2.112001","30.0","90.94"
"Thu May 25 23:29:00 CEST 2023","0.0","0.0","2.095501","30.0","90.94"
"Thu May 25 23:34:00 CEST 2023","0.0","0.0","2.0757508","30.0","90.94"
"Thu May 25 23:39:00 CEST 2023","0.0","0.0","2.0570009","30.0","90.94"
"Thu May 25 23:44:00 CEST 2023","0.0","0.0","2.038251","30.0","90.94"
"Thu May 25 23:49:00 CEST 2023","0.0","0.0","2.015501","30.0","90.94"
"Thu May 25 23:54:00 CEST 2023","0.0","0.0","1.992751","30.0","90.94"
"Thu May 25 23:59:00 CEST 2023","0.0","0.0","1.970001","30.0","90.94"
"Fri May 26 00:04:00 CEST 2023","0.28875","0.0","1.8866676","30.35","88.11"
"Fri May 26 00:09:00 CEST 2023","0.28875","0.0","1.8033342","30.7","88.11"
"Fri May 26 00:15:00 CEST 2023","0.28875","0.0","1.7200009","31.050001","88.11"
"Fri May 26 00:20:00 CEST 2023","0.28416666","0.0","1.6366675","31.400002","88.11"
"Fri May 26 00:25:00 CEST 2023","0.28416666","0.0","1.5533341","31.750002","88.11"
"Fri May 26 00:30:00 CEST 2023","0.28416666","0.0","1.4700007","32.100002","88.11"
"Fri May 26 00:35:00 CEST 2023","0.28391665","0.0","1.3866674","32.45","88.11"
"Fri May 26 00:40:00 CEST 2023","0.28391665","0.0","1.303334","32.8","88.11"
"Fri May 26 00:45:00 CEST 2023","0.28491664","0.0","1.2200006","33.149998","88.11"
"Fri May 26 00:50:00 CEST 2023","0.28391665","0.0","1.1366673","33.499996","88.11"
"Fri May 26 00:55:00 CEST 2023","0.28391665","0.0","1.0533339","33.849995","88.11"
"Fri May 26 01:00:00 CEST 2023","0.36725","0.0","1.0533339","34.199993","76.4"
"Fri May 26 01:05:00 CEST 2023","0.37383333","0.0","1.0533339","34.54999","76.4"
"Fri May 26 01:10:00 CEST 2023","0.37383333","0.0","1.0533339","34.89999","76.4"
"Fri May 26 01:15:00 CEST 2023","0.37383333","0.0","1.0533339","35.24999","76.4"
"Fri May 26 01:21:00 CEST 2023","0.36708334","0.0","1.0533339","35.599987","76.4"
"Fri May 26 01:26:00 CEST 2023","0.36708334","0.0","1.0533339","35.949986","76.4"
"Fri May 26 01:31:00 CEST 2023","0.36708334","0.0","1.0533339","36.299984","76.4"
"Fri May 26 01:36:00 CEST 2023","0.36699998","0.0","1.0533339","36.649982","76.4"
"Fri May 26 01:41:00 CEST 2023","0.36699998","0.0","1.0533339","36.99998","76.4"
"Fri May 26 01:46:00 CEST 2023","0.36699998","0.0","1.0533339","37.34998","76.4"
"Fri May 26 01:51:00 CEST 2023","0.35983333","0.0","1.0533339","37.699978","76.4"
"Fri May 26 01:56:00 CEST 2023","0.35983333","0.0","1.0533339","38.049976","76.4"
"Fri May 26 02:01:00 CEST 2023","0.35983333","0.0","1.0533339","38.399975","74.27"
"Fri May 26 02:06:00 CEST 2023","0.3605","0.0","1.0533339","38.749973","74.27"
"Fri May 26 02:11:00 CEST 2023","0.3595","0.0","1.0533339","39.09997","74.27"
"Fri May 26 02:16:00 CEST 2023","0.3595","0.0","1.0533339","39.44997","74.27"
"Fri May 26 02:21:00 CEST 2023","0.35725","0.0","1.0533339","39.79997","74.27"
"Fri May 26 02:26:00 CEST 2023","0.35725","0.0","1.0533339","40.149967","74.27"
"Fri May 26 02:32:00 CEST 2023","0.35725","0.0","1.0533339","40.499966","74.27"
"Fri May 26 02:37:00 CEST 2023","0.36491665","0.0","1.0533339","40.849964","74.27"
"Fri May 26 02:42:00 CEST 2023","0.36491665","0.0","1.0533339","41.199963","74.27"
"Fri May 26 02:47:00 CEST 2023","0.36491665","0.0","1.0533339","41.54996","74.27"
"Fri May 26 02:52:00 CEST 2023","0.36491665","0.0","1.0533339","41.89996","74.27"
"Fri May 26 02:57:00 CEST 2023","0.36491665","0.0","1.0533339","42.249958","74.27"
"Fri May 26 03:02:00 CEST 2023","0.36491665","0.0","1.0533339","42.599957","69.8"
"Fri May 26 03:07:00 CEST 2023","0.3588333","0.0","1.0533339","42.949955","69.8"
"Fri May 26 03:12:00 CEST 2023","0.3588333","0.0","1.0533339","43.299953","69.8"
"Fri May 26 03:17:00 CEST 2023","0.3588333","0.0","1.0533339","43.649952","69.8"
"Fri May 26 03:22:00 CEST 2023","0.35966668","0.0","1.0533339","43.99995","69.8"
"Fri May 26 03:27:00 CEST 2023","0.35966668","0.0","1.0533339","44.34995","69.8"
"Fri May 26 03:33:00 CEST 2023","0.36066666","0.0","1.0533339","44.699947","69.8"
"Fri May 26 03:38:00 CEST 2023","0.35975","0.0","1.0533339","45.049946","69.8"
"Fri May 26 03:43:00 CEST 2023","0.27641666","0.0","0.97000057","45.399944","69.8"
"Fri May 26 03:48:00 CEST 2023","0.27641666","0.0","0.88666725","45.749943","69.8"
"Fri May 26 03:53:00 CEST 2023","0.27916664","0.0","0.80333394","46.09994","69.8"
"Fri May 26 03:58:00 CEST 2023","0.27916664","0.0","0.7200006","46.44994","69.8"
"Fri May 26 04:03:00 CEST 2023","0.27916664","0.0","0.6366673","46.79994","68.54"
"Fri May 26 04:08:00 CEST 2023","0.28166664","0.0","0.553334","47.149937","68.54"
"Fri May 26 04:13:00 CEST 2023","0.28166664","0.0","0.47000065","47.499935","68.54"
"Fri May 26 04:18:00 CEST 2023","0.28166664","0.0","0.3866673","47.849934","68.54"
"Fri May 26 04:23:00 CEST 2023","0.28166664","0.0","0.30333397","48.199932","68.54"
"Fri May 26 04:28:00 CEST 2023","0.28166664","0.0","0.22000062","48.54993","68.54"
"Fri May 26 04:33:00 CEST 2023","0.28166664","0.0","0.13666728","48.89993","68.54"
"Fri May 26 04:39:00 CEST 2023","0.2758333","0.0","0.053333946","49.249928","68.54"
"Fri May 26 04:44:00 CEST 2023","0.3058327","0.0","0.0","49.599926","68.54"
"Fri May 26 04:49:00 CEST 2023","0.35916665","0.0","0.0","49.949924","68.54"
"Fri May 26 04:54:00 CEST 2023","0.35908332","0.0","0.0","50.299923","68.54"
"Fri May 26 04:59:00 CEST 2023","0.35908332","0.0","0.0","50.64992","68.54"
